STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,prof_pos,Professional position,sex,Sex,sectperf,Sector of performance,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LU,Luxembourg,2017,,0.39,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LU,Luxembourg,2018,,0.4,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LU,Luxembourg,2019,,0.4,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LU,Luxembourg,2020,,0.42,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LU,Luxembourg,2021,,0.38,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LU,Luxembourg,2022,,0.39,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LU,Luxembourg,2023,,0.4,,p,provisional,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2012,,0.12,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2013,,0.12,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2014,,0.12,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2015,,0.12,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2016,,0.11,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2017,,0.1,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2018,,0.11,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2019,,0.11,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2020,,0.12,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2021,,0.13,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2022,,0.11,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,LV,Latvia,2023,,0.1,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,ME,Montenegro,2013,,0.05,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,ME,Montenegro,2014,,0.07,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,ME,Montenegro,2015,,0.05,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,ME,Montenegro,2016,,0.05,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,ME,Montenegro,2017,,0.06,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,ME,Montenegro,2018,,0.06,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,ME,Montenegro,2019,,0.1,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MK,North Macedonia,2012,,0.07,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MK,North Macedonia,2013,,0.05,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MK,North Macedonia,2014,,0.04,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MK,North Macedonia,2015,,0.02,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MK,North Macedonia,2016,,0.03,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MK,North Macedonia,2017,,0.03,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MK,North Macedonia,2018,,0.02,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MK,North Macedonia,2019,,0.02,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MK,North Macedonia,2020,,0.03,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2012,,0.02,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2013,,0.02,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2014,,0.02,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2015,,0.02,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2016,,0.02,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2017,,0.01,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2018,,0.01,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2019,,0.01,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2020,,0.01,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2021,,0.03,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2022,,0.04,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,MT,Malta,2023,,0.04,,,,,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,NL,Netherlands,2012,,0.15,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,NL,Netherlands,2013,,0.09,,bd,"break in time series, definition differs (see metadata)",,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,NL,Netherlands,2014,,0.09,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,NL,Netherlands,2015,,0.09,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,NL,Netherlands,2016,,0.09,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,NL,Netherlands,2017,,0.09,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,NL,Netherlands,2018,,0.1,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,NL,Netherlands,2019,,0.1,,d,definition differs (see metadata),,
dataflow,ESTAT:TSC00002(1.0),Research and development personnel by sector of performance,A,Annual,PC_ACT_FTE,Percentage of population in the labour force - numerator in full-time equivalent (FTE),TOTAL,Total,T,Total,GOV,Government sector,NL,Netherlands,2020,,0.1,,d,definition differs (see metadata),,
